"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 06, 2016","384","384","388","380","1.32M","-1.03%"
"Oct 05, 2016","388","380","388","380","1.89M","2.11%"
"Oct 04, 2016","380","384","384","380","2.55M","-1.04%"
"Oct 03, 2016","384","388","388","380","3.86M","-1.03%"
"Sep 29, 2016","388","388","393","384","5.35M","0.00%"
"Sep 28, 2016","388","388","393","384","5.13M","0.00%"
"Sep 27, 2016","388","388","388","384","950.34K","1.04%"
"Sep 26, 2016","384","384","388","380","2.09M","0.00%"
"Sep 25, 2016","384","384","384","380","1.48M","1.05%"
"Sep 22, 2016","380","380","384","380","1.50M","-1.04%"
"Sep 21, 2016","384","380","384","380","477.95K","1.05%"
"Sep 20, 2016","380","380","384","380","1.55M","-1.04%"
"Sep 19, 2016","384","380","384","380","227.77K","0.00%"
"Sep 18, 2016","384","380","384","380","544.90K","0.00%"
"Sep 08, 2016","384","380","384","380","486.48K","0.00%"
"Sep 07, 2016","384","380","384","380","567.28K","1.05%"
"Sep 06, 2016","380","380","380","376","1.18M","0.00%"
"Sep 05, 2016","380","376","380","376","879.46K","1.06%"
"Sep 04, 2016","376","376","380","376","349.44K","-1.05%"
"Sep 01, 2016","380","380","380","376","847.06K","0.00%"
"Aug 31, 2016","380","376","384","376","1.32M","0.00%"
"Aug 30, 2016","380","380","380","376","416.07K","0.00%"
"Aug 29, 2016","380","380","384","376","3.48M","0.00%"
"Aug 28, 2016","380","380","384","380","573.25K","0.00%"
"Aug 25, 2016","380","384","384","380","552.16K","-1.04%"
"Aug 24, 2016","384","380","384","380","625.61K","0.00%"
"Aug 23, 2016","384","384","384","380","793.41K","0.00%"
"Aug 22, 2016","384","384","388","380","4.38M","0.00%"
"Aug 21, 2016","384","384","388","384","418.63K","-1.03%"
"Aug 18, 2016","388","384","388","384","264.46K","1.04%"
"Aug 17, 2016","384","384","388","384","864.37K","0.00%"
"Aug 16, 2016","384","384","388","384","1.43M","0.00%"
"Aug 15, 2016","384","384","384","380","1.69M","0.00%"
"Aug 14, 2016","384","380","384","380","207.46K","1.05%"
"Aug 11, 2016","380","384","384","380","279.77K","0.00%"
"Aug 10, 2016","380","380","388","380","2.23M","-1.04%"
"Aug 09, 2016","384","376","384","376","2.41M","1.05%"
"Aug 08, 2016","380","376","380","376","395.74K","0.00%"
"Aug 07, 2016","380","380","380","376","66.10K","1.06%"
"Aug 04, 2016","376","380","384","376","1.71M","-2.08%"
"Aug 03, 2016","384","376","384","376","5.83M","3.23%"
"Aug 02, 2016","372","376","376","372","1.09M","-1.06%"
"Aug 01, 2016","376","372","376","372","1.37M","2.17%"
"Jul 31, 2016","368","372","372","368","143.99K","-1.08%"
"Jul 28, 2016","372","372","372","368","350.92K","0.00%"
"Jul 27, 2016","372","368","376","368","4.43M","2.20%"
"Jul 26, 2016","364","368","368","364","381.72K","-1.09%"
"Jul 25, 2016","368","364","368","364","1.20M","0.00%"
"Jul 24, 2016","368","372","372","364","7.70M","-1.08%"
"Jul 21, 2016","372","372","376","368","1.41M","-1.06%"
"Jul 20, 2016","376","372","376","372","746.44K","2.17%"
"Jul 19, 2016","368","372","376","368","3.52M","-2.13%"
"Jul 18, 2016","376","372","376","372","925.09K","2.17%"
"Jul 17, 2016","368","372","376","368","2.58M","-1.08%"
"Jul 14, 2016","372","376","376","372","2.80M","-2.11%"
"Jul 13, 2016","380","376","380","376","1.48M","0.00%"
"Jul 12, 2016","380","380","380","376","4.68M","0.00%"
"Jul 11, 2016","380","380","380","376","416.49K","0.00%"
"Jul 10, 2016","380","380","380","376","749.65K","0.00%"
"Jul 04, 2016","380","376","380","376","290.33K","1.06%"
"Jul 03, 2016","376","376","380","376","3.02M","0.00%"
"Jun 30, 2016","376","376","380","376","2.81M","0.00%"
"Jun 29, 2016","376","380","380","376","865.21K","-1.05%"
"Jun 28, 2016","380","380","380","376","460.70K","1.06%"
"Jun 27, 2016","376","376","380","376","1.81M","1.08%"
"Jun 26, 2016","372","372","376","372","2.52M","-2.11%"
"Jun 23, 2016","380","376","380","376","1.50M","1.06%"
"Jun 22, 2016","376","380","380","376","527.14K","-1.05%"
"Jun 21, 2016","380","376","380","372","3.94M","1.06%"
"Jun 20, 2016","376","384","384","376","4.57M","-2.08%"
"Jun 19, 2016","384","380","384","380","958.92K","1.05%"
"Jun 16, 2016","380","384","384","380","3.68M","-1.04%"
"Jun 15, 2016","384","380","384","380","1.05M","1.05%"
"Jun 14, 2016","380","384","388","380","4.72M","-1.04%"
"Jun 13, 2016","384","384","388","384","859.89K","0.00%"
"Jun 12, 2016","384","384","384","380","896.11K","0.00%"
"Jun 09, 2016","384","384","384","380","1.72M","-1.03%"
"Jun 08, 2016","388","380","388","380","1.63M","1.04%"
"Jun 07, 2016","384","384","384","380","500.88K","0.00%"
"Jun 06, 2016","384","384","384","380","273.65K","0.00%"
"Jun 05, 2016","384","384","384","380","1.12M","0.00%"
"Jun 02, 2016","384","388","388","384","394.16K","-1.03%"
"Jun 01, 2016","388","384","388","380","1.73M","1.04%"
"May 31, 2016","384","384","388","384","925.61K","0.00%"
"May 30, 2016","384","388","388","384","1.09M","-1.03%"
"May 29, 2016","388","388","388","384","614.91K","1.04%"
"May 26, 2016","384","388","388","384","979.20K","-1.03%"
"May 25, 2016","388","388","388","384","518.84K","1.04%"
"May 24, 2016","384","388","388","384","613.28K","-1.03%"
"May 23, 2016","388","393","393","384","4.62M","-1.27%"
"May 22, 2016","393","393","397","388","2.14M","1.29%"
"May 19, 2016","388","397","397","388","4.73M","-2.27%"
"May 18, 2016","397","397","397","393","1.09M","0.00%"
"May 17, 2016","397","393","397","393","2.80M","0.00%"
"May 16, 2016","397","393","397","393","497.85K","0.00%"
"May 15, 2016","397","393","397","393","791.74K","1.02%"
"May 12, 2016","393","397","397","393","1.55M","-1.01%"
"May 11, 2016","397","397","397","393","1.95M","1.02%"
"May 10, 2016","393","397","397","393","334.75K","-1.01%"
"May 09, 2016","397","397","397","393","789.38K","0.00%"
"May 08, 2016","397","397","397","393","1.09M","0.00%"
"May 04, 2016","397","397","397","393","4.78M","0.00%"
"May 03, 2016","397","397","401","393","4.15M","-1.00%"
"May 02, 2016","401","401","405","397","2.33M","0.00%"
"May 01, 2016","401","401","405","401","2.39M","-0.99%"
"Apr 28, 2016","405","401","405","401","2.84M","1.00%"
"Apr 27, 2016","401","405","405","401","717.62K","-0.99%"
"Apr 26, 2016","405","401","405","397","1.67M","1.00%"
"Apr 25, 2016","401","401","401","397","910.44K","0.00%"
"Apr 24, 2016","401","401","405","397","2.78M","1.01%"
"Apr 21, 2016","397","401","405","397","2.68M","-1.98%"
"Apr 20, 2016","405","405","405","401","1.50M","0.00%"
"Apr 19, 2016","405","401","405","397","1.24M","1.00%"
"Apr 18, 2016","401","401","401","397","885.92K","-0.99%"
"Apr 17, 2016","405","405","405","397","6.08M","0.00%"
"Apr 14, 2016","405","405","409","405","5.69M","0.00%"
"Apr 13, 2016","405","405","405","401","3.10M","1.00%"
"Apr 12, 2016","401","401","405","401","7.51M","0.00%"
"Apr 11, 2016","401","397","401","397","590.58K","0.00%"
"Apr 10, 2016","401","401","401","397","902.23K","0.00%"
"Apr 07, 2016","401","397","401","397","6.67M","2.04%"
"Apr 06, 2016","393","393","401","393","4.35M","0.00%"
"Apr 05, 2016","393","393","397","388","1.34M","0.00%"
"Apr 04, 2016","393","393","397","388","3.12M","-1.01%"
"Apr 03, 2016","397","393","397","388","3.22M","0.00%"
"Mar 31, 2016","397","393","405","393","7.09M","1.53%"
"Mar 30, 2016","391","383","406","376","25.10M","2.09%"
"Mar 29, 2016","383","383","383","376","1.50M","0.00%"
"Mar 28, 2016","383","372","383","372","8.18M","4.08%"
"Mar 27, 2016","368","368","368","364","1.40M","0.00%"
"Mar 24, 2016","368","368","368","364","483.86K","1.10%"
"Mar 23, 2016","364","364","368","364","5.49M","0.00%"
"Mar 22, 2016","364","361","364","357","11.35M","-1.09%"
"Mar 21, 2016","368","368","372","368","3.94M","-1.08%"
"Mar 20, 2016","372","376","376","368","5.81M","0.00%"
"Mar 17, 2016","372","372","376","372","3.61M","0.00%"
"Mar 16, 2016","372","372","372","368","2.82M","0.00%"
"Mar 15, 2016","372","372","376","368","4.54M","0.00%"
"Mar 14, 2016","372","383","383","372","9.48M","-2.87%"
"Mar 13, 2016","383","383","383","376","1.02M","-9.03%"
"Mar 10, 2016","421","421","421","413","1.18M","0.00%"
"Mar 09, 2016","421","413","421","413","444.86K","1.94%"
"Mar 08, 2016","413","421","421","413","1.99M","-1.90%"
"Mar 07, 2016","421","413","421","413","4.12M","1.94%"
"Mar 06, 2016","413","421","421","413","3.66M","-1.90%"
"Mar 03, 2016","421","421","421","413","3.94M","0.00%"
"Mar 02, 2016","421","409","421","409","3.06M","2.93%"
"Mar 01, 2016","409","409","413","409","3.68M","0.00%"
"Feb 29, 2016","409","421","421","409","3.51M","-0.97%"
"Feb 28, 2016","413","413","421","413","1.04M","-1.90%"
"Feb 24, 2016","421","409","421","405","9.05M","2.93%"
"Feb 23, 2016","409","405","409","405","7.33M","2.00%"
"Feb 22, 2016","401","405","405","401","227.94K","-0.99%"
"Feb 21, 2016","405","401","405","401","2.30M","2.02%"
"Feb 18, 2016","397","401","401","397","1.54M","-1.00%"
"Feb 17, 2016","401","401","401","397","810.16K","0.00%"
"Feb 16, 2016","401","401","401","397","1.09M","1.01%"
"Feb 15, 2016","397","393","401","388","4.09M","1.02%"
"Feb 14, 2016","393","397","397","393","1.75M","0.00%"
"Feb 11, 2016","393","393","397","388","1.29M","0.00%"
"Feb 10, 2016","393","397","401","393","3.07M","-1.01%"
"Feb 09, 2016","397","397","401","393","1.75M","0.00%"
"Feb 08, 2016","397","405","405","397","6.43M","-2.93%"
"Feb 07, 2016","409","409","409","401","3.99M","-0.97%"
"Feb 04, 2016","413","413","421","409","5.36M","1.98%"
"Feb 03, 2016","405","405","409","405","1.43M","-0.98%"
"Feb 02, 2016","409","409","409","405","5.62M","-0.97%"
"Feb 01, 2016","413","421","421","409","4.10M","0.00%"
"Jan 31, 2016","413","409","413","405","18.93M","5.09%"
"Jan 28, 2016","393","376","393","376","17.28M","5.65%"
"Jan 27, 2016","372","372","380","372","6.49M","1.09%"
"Jan 26, 2016","368","372","372","368","2.15M","-1.08%"
"Jan 25, 2016","372","376","380","372","2.56M","-1.06%"
"Jan 24, 2016","376","380","384","372","4.34M","3.30%"
"Jan 21, 2016","364","368","368","364","3.56M","-1.09%"
"Jan 20, 2016","368","376","376","364","4.76M","-2.13%"
"Jan 19, 2016","376","380","388","376","7.33M","0.00%"
"Jan 18, 2016","376","364","380","360","6.84M","1.08%"
"Jan 17, 2016","372","388","388","372","6.96M","-5.34%"
"Jan 14, 2016","393","409","409","388","8.26M","-3.91%"
"Jan 13, 2016","409","409","409","405","841.34K","0.00%"
"Jan 12, 2016","409","409","413","405","1.85M","0.00%"
"Jan 11, 2016","409","397","421","397","10.41M","3.02%"
"Jan 10, 2016","397","413","421","397","15.24M","-5.70%"
"Jan 07, 2016","421","430","430","413","11.02M","-3.88%"
"Jan 06, 2016","438","438","438","430","557.14K","1.86%"
"Jan 05, 2016","430","438","446","430","5.33M","-1.83%"
"Jan 04, 2016","438","446","446","438","2.43M","-1.79%"
"Dec 31, 2015","446","455","455","446","472.83K","-1.98%"
"Dec 30, 2015","455","455","455","446","1.02M","2.02%"
"Dec 29, 2015","446","455","455","446","258.79K","-1.98%"
"Dec 28, 2015","455","455","455","446","1.19M","0.00%"
"Dec 27, 2015","455","455","463","455","1.85M","-1.73%"
"Dec 23, 2015","463","455","463","455","830.16K","1.76%"
"Dec 22, 2015","455","463","463","455","396.92K","0.00%"
"Dec 21, 2015","455","455","463","455","732.78K","0.00%"
"Dec 20, 2015","455","455","455","446","1.44M","-1.73%"
"Dec 17, 2015","463","455","463","455","1.51M","1.76%"
"Dec 16, 2015","455","455","455","446","1.39M","0.00%"
"Dec 15, 2015","455","438","455","438","4.57M","3.88%"
"Dec 14, 2015","438","455","455","438","2.70M","-3.74%"
"Dec 13, 2015","455","463","463","455","2.72M","0.00%"
"Dec 10, 2015","455","463","471","455","6.32M","-3.40%"
"Dec 09, 2015","471","471","471","463","550.12K","0.00%"
"Dec 08, 2015","471","471","471","463","3.29M","1.73%"
"Dec 07, 2015","463","471","471","463","1.19M","-1.70%"
"Dec 06, 2015","471","471","479","471","3.34M","-1.67%"
"Dec 03, 2015","479","471","479","471","1.64M","1.70%"
"Dec 02, 2015","471","479","479","471","1.10M","0.00%"
"Dec 01, 2015","471","471","479","471","501.43K","0.00%"
"Nov 30, 2015","471","479","479","471","4.19M","-1.67%"
"Nov 29, 2015","479","479","488","479","717.70K","0.00%"
"Nov 26, 2015","479","488","488","479","480.15K","0.00%"
"Nov 25, 2015","479","479","488","479","291.42K","0.00%"
"Nov 24, 2015","479","488","488","479","1.80M","-1.84%"
"Nov 23, 2015","488","488","488","471","5.12M","0.00%"
"Nov 22, 2015","488","479","488","479","1.86M","3.61%"
"Nov 19, 2015","471","479","479","471","1.34M","0.00%"
"Nov 18, 2015","471","479","479","471","602.24K","-1.67%"
"Nov 17, 2015","479","488","488","479","2.09M","-1.84%"
"Nov 16, 2015","488","471","488","471","1.29M","1.88%"
"Nov 15, 2015","479","488","488","471","7.84M","-3.43%"
"Nov 12, 2015","496","488","496","488","1.55M","1.64%"
"Nov 11, 2015","488","488","496","488","4.27M","0.00%"
"Nov 10, 2015","488","479","488","479","2.14M","1.88%"
"Nov 09, 2015","479","471","488","471","6.60M","1.70%"
"Nov 08, 2015","471","471","471","463","419.03K","0.00%"
"Nov 05, 2015","471","463","471","463","133.25K","1.73%"
"Nov 04, 2015","463","463","471","455","3.41M","0.00%"
"Nov 03, 2015","463","463","471","463","259.65K","0.00%"
"Nov 02, 2015","463","463","471","455","1.47M","0.00%"
"Nov 01, 2015","463","463","463","455","1.79M","0.00%"
"Oct 29, 2015","463","463","471","463","1.69M","0.00%"
"Oct 28, 2015","463","463","471","463","373.68K","0.00%"
"Oct 27, 2015","463","471","471","463","821.32K","0.00%"
"Oct 26, 2015","463","471","479","463","5.35M","-1.70%"
"Oct 25, 2015","471","471","479","471","2.63M","1.73%"
"Oct 22, 2015","463","471","471","463","592.94K","0.00%"
"Oct 21, 2015","463","463","471","463","771.22K","-1.70%"
"Oct 20, 2015","471","463","471","463","366.16K","1.73%"
"Oct 19, 2015","463","463","471","463","2.35M","0.00%"
"Oct 18, 2015","463","455","463","446","2.75M","1.76%"
"Oct 13, 2015","455","455","455","446","1.18M","0.00%"
"Oct 12, 2015","455","463","463","455","1.98M","-1.73%"
"Oct 11, 2015","463","455","463","455","1.43M","0.00%"
"Oct 08, 2015","463","463","463","455","1.27M","0.00%"
"Oct 07, 2015","463","463","471","463","5.67M","0.00%"
"Oct 06, 2015","463","471","471","463","406.37K","0.00%"
"Oct 05, 2015","463","463","471","463","1.03M","0.00%"
"Oct 04, 2015","463","463","471","455","834.75K","0.00%"
"Oct 01, 2015","463","463","471","455","3.76M","-1.70%"
"Sep 30, 2015","471","479","479","471","2.16M","-1.67%"
"Sep 29, 2015","479","479","479","471","1.26M","1.70%"
"Sep 28, 2015","471","471","479","471","349.28K","0.00%"
"Sep 22, 2015","471","479","479","471","244.86K","-1.67%"
"Sep 21, 2015","479","479","479","471","2.97M","0.00%"
"Sep 20, 2015","479","471","479","471","1.35M","1.70%"
"Sep 17, 2015","471","479","479","471","2.66M","-1.67%"
"Sep 16, 2015","479","479","479","471","5.00M","0.00%"
"Sep 15, 2015","479","471","479","471","2.27M","1.70%"
"Sep 14, 2015","471","471","479","471","484.48K","-1.67%"
"Sep 13, 2015","479","471","479","471","3.19M","1.70%"
"Sep 10, 2015","471","479","479","471","2.49M","-1.67%"
"Sep 09, 2015","479","471","488","471","1.03M","1.70%"
"Sep 08, 2015","471","479","479","471","232.21K","-1.67%"
"Sep 07, 2015","479","471","479","471","1.67M","1.70%"
"Sep 06, 2015","471","479","488","471","702.86K","-3.48%"
"Sep 03, 2015","488","479","488","479","2.05M","1.88%"
"Sep 02, 2015","479","479","479","471","1.63M","-1.84%"
"Sep 01, 2015","488","488","488","479","344.13K","1.88%"
"Aug 31, 2015","479","488","496","479","2.09M","-3.43%"
"Aug 30, 2015","496","496","504","496","3.83M","1.64%"
"Aug 27, 2015","488","488","496","479","1.56M","0.00%"
"Aug 26, 2015","488","479","488","479","1.91M","1.88%"
"Aug 25, 2015","479","479","488","471","5.99M","1.70%"
"Aug 24, 2015","471","463","479","463","6.36M","-1.67%"
"Aug 23, 2015","479","488","488","463","8.80M","-1.84%"
"Aug 20, 2015","488","496","504","488","3.60M","-1.61%"
"Aug 19, 2015","496","512","512","496","3.02M","-1.59%"
"Aug 18, 2015","504","504","512","504","1.30M","0.00%"
"Aug 17, 2015","504","512","512","504","716.81K","-1.56%"
"Aug 16, 2015","512","512","512","504","931.69K","0.00%"
"Aug 13, 2015","512","521","521","512","1.07M","0.00%"
"Aug 12, 2015","512","512","521","512","824.91K","-1.73%"
"Aug 11, 2015","521","512","521","504","4.82M","1.76%"
"Aug 10, 2015","512","521","521","512","878.60K","0.00%"
"Aug 09, 2015","512","512","521","512","64.25K","-1.73%"
"Aug 06, 2015","521","521","521","512","789.32K","0.00%"
"Aug 05, 2015","521","521","521","512","1.42M","1.76%"
"Aug 04, 2015","512","512","521","512","266.74K","0.00%"
"Aug 03, 2015","512","512","521","512","2.02M","-1.73%"
"Aug 02, 2015","521","521","521","512","513.16K","0.00%"
"Jul 30, 2015","521","529","529","521","4.65M","0.00%"
"Jul 29, 2015","521","529","529","521","500.42K","0.00%"
"Jul 28, 2015","521","521","529","521","2.13M","-1.51%"
"Jul 27, 2015","529","529","529","521","478.73K","1.54%"
"Jul 26, 2015","521","529","529","521","1.55M","-1.51%"
"Jul 23, 2015","529","529","537","529","1.45M","0.00%"
"Jul 22, 2015","529","529","537","529","360.15K","0.00%"
"Jul 21, 2015","529","537","537","529","562.00K","0.00%"
"Jul 16, 2015","529","529","537","529","454.24K","-1.49%"
"Jul 15, 2015","537","529","537","529","2.84M","1.51%"
"Jul 14, 2015","529","529","529","521","549.37K","0.00%"
"Jul 13, 2015","529","529","529","521","827.29K","0.00%"
"Jul 12, 2015","529","521","529","521","504.42K","1.54%"
"Jul 09, 2015","521","521","529","521","664.13K","0.00%"
"Jul 08, 2015","521","521","529","521","234.24K","0.00%"
"Jul 07, 2015","521","529","529","521","394.79K","-1.51%"
"Jul 06, 2015","529","521","529","521","1.24M","1.54%"
"Jul 05, 2015","521","529","529","521","610.39K","-1.51%"
"Jul 02, 2015","529","521","529","521","737.88K","1.54%"
"Jul 01, 2015","521","521","529","521","2.66M","-1.51%"
"Jun 30, 2015","529","521","529","521","1.93M","-1.49%"
"Jun 29, 2015","537","529","537","521","447.09K","0.00%"
"Jun 28, 2015","537","521","537","521","2.26M","1.51%"
"Jun 25, 2015","529","529","537","529","1.60M","0.00%"
"Jun 24, 2015","529","529","537","529","319.43K","-1.49%"
"Jun 23, 2015","537","529","537","529","1.16M","3.07%"
"Jun 22, 2015","521","529","529","521","897.67K","-1.51%"
"Jun 21, 2015","529","537","537","521","1.67M","-1.49%"
"Jun 18, 2015","537","537","537","529","773.75K","0.00%"
"Jun 17, 2015","537","537","537","529","736.32K","0.00%"
"Jun 16, 2015","537","529","537","529","1.00M","1.51%"
"Jun 15, 2015","529","529","537","529","532.78K","0.00%"
"Jun 14, 2015","529","529","537","529","591.36K","0.00%"
"Jun 11, 2015","529","537","537","529","835.10K","-1.49%"
"Jun 10, 2015","537","537","537","529","2.93M","0.00%"
"Jun 09, 2015","537","529","537","529","98.85K","1.51%"
"Jun 08, 2015","529","537","537","529","2.79M","0.00%"
"Jun 07, 2015","529","529","537","529","275.30K","0.00%"
"Jun 04, 2015","529","545","545","529","953.00K","-2.94%"
"Jun 03, 2015","545","537","545","537","962.66K","0.00%"
"Jun 02, 2015","545","537","545","537","1.16M","1.49%"
"Jun 01, 2015","537","537","545","537","1.42M","1.51%"
"May 31, 2015","529","529","537","529","1.10M","-1.49%"
"May 28, 2015","537","529","537","521","1.09M","1.51%"
"May 27, 2015","529","521","529","521","2.94M","1.54%"
"May 26, 2015","521","521","529","521","5.09M","0.00%"
"May 25, 2015","521","529","529","521","634.61K","-1.51%"
"May 24, 2015","529","521","529","521","1.39M","1.54%"
"May 21, 2015","521","537","537","521","2.69M","-1.51%"
"May 20, 2015","529","545","554","504","8.91M","-2.94%"
"May 19, 2015","545","545","554","537","1.92M","-1.62%"
"May 18, 2015","554","554","554","537","2.66M","0.00%"
"May 17, 2015","554","554","554","545","291.19K","1.65%"
"May 14, 2015","545","554","554","545","455.77K","0.00%"
"May 13, 2015","545","554","554","545","603.72K","0.00%"
"May 12, 2015","545","545","554","545","1.16M","-1.62%"
"May 11, 2015","554","545","554","545","2.46M","1.65%"
"May 10, 2015","545","545","554","545","518.37K","-1.62%"
"May 07, 2015","554","554","554","545","1.12M","0.00%"
"May 06, 2015","554","554","562","554","831.15K","0.00%"
"May 05, 2015","554","554","562","554","726.86K","0.00%"
"May 04, 2015","554","554","562","554","2.21M","-1.42%"
"May 03, 2015","562","554","562","554","826.43K","0.00%"
"Apr 30, 2015","562","554","562","554","897.13K","1.44%"
"Apr 29, 2015","554","562","562","554","951.35K","0.00%"
"Apr 28, 2015","554","554","562","554","1.33M","-1.42%"
"Apr 27, 2015","562","562","562","554","3.33M","0.00%"
"Apr 26, 2015","562","562","570","562","973.69K","0.00%"
"Apr 23, 2015","562","562","570","554","1.54M","0.00%"
"Apr 22, 2015","562","562","570","562","1.01M","0.00%"
"Apr 21, 2015","562","562","570","562","4.20M","0.00%"
"Apr 20, 2015","562","570","570","562","449.14K","-1.40%"
"Apr 19, 2015","570","570","579","562","6.41M","0.00%"
"Apr 16, 2015","570","570","570","562","1.77M","0.00%"
"Apr 15, 2015","570","562","570","562","766.54K","1.42%"
"Apr 14, 2015","562","562","570","562","1.29M","0.00%"
"Apr 13, 2015","562","562","570","554","3.80M","0.00%"
"Apr 12, 2015","562","554","562","554","1.44M","1.44%"
"Apr 09, 2015","554","562","562","554","606.85K","-1.42%"
"Apr 08, 2015","562","562","562","554","894.38K","0.00%"
"Apr 07, 2015","562","554","562","554","892.29K","1.44%"
"Apr 06, 2015","554","554","562","545","4.80M","0.00%"
"Apr 05, 2015","554","554","562","554","1.43M","0.00%"
"Apr 02, 2015","554","554","554","545","1.08M","1.65%"
"Apr 01, 2015","545","554","562","545","1.12M","-1.62%"
"Mar 31, 2015","554","562","562","554","2.55M","-1.42%"
"Mar 30, 2015","562","579","579","554","4.58M","-2.94%"
"Mar 29, 2015","579","562","579","562","2.29M","4.51%"
"Mar 26, 2015","554","537","562","537","8.28M","-2.98%"
"Mar 25, 2015","571","571","579","571","1.90M","-1.38%"
"Mar 24, 2015","579","579","579","571","331.20K","1.40%"
"Mar 23, 2015","571","563","579","556","2.75M","1.42%"
"Mar 22, 2015","563","571","571","556","3.11M","-1.40%"
"Mar 19, 2015","571","579","579","571","975.29K","-1.38%"
"Mar 18, 2015","579","571","579","563","1.03M","1.40%"
"Mar 17, 2015","571","571","579","563","1.86M","-1.38%"
"Mar 16, 2015","579","594","594","579","4.18M","-1.19%"
"Mar 15, 2015","586","586","594","586","5.59M","0.00%"
"Mar 12, 2015","586","586","594","586","3.34M","0.00%"
"Mar 11, 2015","586","594","594","586","1.83M","0.00%"
"Mar 10, 2015","586","586","594","586","990.76K","-9.15%"
"Mar 09, 2015","645","653","653","645","637.03K","0.00%"
"Mar 08, 2015","645","645","653","645","1.39M","-1.23%"
"Mar 05, 2015","653","653","653","645","383.85K","1.24%"
"Mar 04, 2015","645","645","653","645","612.14K","-1.23%"
"Mar 03, 2015","653","645","653","645","2.51M","1.24%"
"Mar 02, 2015","645","636","645","636","1.56M","0.00%"
"Mar 01, 2015","645","636","645","636","2.03M","1.42%"
"Feb 24, 2015","636","636","636","628","2.28M","0.00%"
"Feb 23, 2015","636","628","636","628","996.87K","1.27%"
"Feb 22, 2015","628","636","636","628","1.59M","0.00%"
"Feb 19, 2015","628","636","645","628","1.42M","-1.26%"
"Feb 18, 2015","636","636","645","636","1.32M","0.00%"
"Feb 17, 2015","636","645","645","636","4.17M","-1.40%"
"Feb 16, 2015","645","645","645","636","461.33K","0.00%"
"Feb 15, 2015","645","645","645","636","2.04M","0.00%"
"Feb 12, 2015","645","645","653","636","2.01M","0.00%"
"Feb 11, 2015","645","653","661","645","6.78M","-1.23%"
"Feb 10, 2015","653","653","661","653","2.66M","-1.21%"
"Feb 09, 2015","661","653","661","645","5.31M","1.23%"
"Feb 08, 2015","653","653","661","645","1.73M","0.00%"
"Feb 05, 2015","653","645","653","636","5.26M","2.67%"
"Feb 04, 2015","636","645","645","636","1.24M","0.00%"
"Feb 03, 2015","636","636","645","636","1.34M","-1.40%"
"Feb 02, 2015","645","636","645","636","1.18M","0.00%"
"Feb 01, 2015","645","636","645","636","1.43M","1.42%"
"Jan 29, 2015","636","628","636","628","841.71K","0.00%"
"Jan 28, 2015","636","628","636","628","1.42M","1.27%"
"Jan 27, 2015","628","636","645","620","2.86M","-1.26%"
"Jan 26, 2015","636","645","653","636","4.71M","-2.60%"
"Jan 22, 2015","653","636","653","628","6.89M","2.67%"
"Jan 21, 2015","636","620","636","620","1.44M","2.58%"
"Jan 20, 2015","620","620","628","620","2.76M","0.00%"
"Jan 19, 2015","620","628","628","620","340.13K","-1.27%"
"Jan 18, 2015","628","628","628","620","1.49M","0.00%"
"Jan 15, 2015","628","620","628","620","1.15M","1.29%"
"Jan 14, 2015","620","620","628","612","4.60M","0.00%"
"Jan 13, 2015","620","612","620","603","3.11M","0.00%"
"Jan 12, 2015","620","612","620","612","3.59M","2.82%"
"Jan 11, 2015","603","603","603","595","1.94M","1.34%"
"Jan 08, 2015","595","603","603","595","259.80K","0.00%"
"Jan 07, 2015","595","595","595","587","2.07M","0.00%"
"Jan 06, 2015","595","603","603","587","2.68M","-2.78%"
"Jan 05, 2015","612","603","612","595","1.84M","2.86%"
"Jan 04, 2015","595","603","603","595","1.15M","0.00%"
"Dec 31, 2014","595","603","603","595","2.33M","-1.33%"
"Dec 30, 2014","603","603","612","595","2.44M","0.00%"
"Dec 29, 2014","603","612","612","603","2.36M","-1.47%"
"Dec 28, 2014","612","603","612","603","1.57M","0.00%"
"Dec 25, 2014","612","612","612","603","1.18M","-1.29%"
"Dec 24, 2014","620","620","620","612","1.71M","0.00%"
"Dec 23, 2014","620","612","620","612","3.25M","1.31%"
"Dec 22, 2014","612","620","628","612","4.04M","0.00%"
"Dec 21, 2014","612","603","612","603","7.35M","7.37%"
"Dec 18, 2014","570","570","587","562","5.79M","2.89%"
"Dec 17, 2014","554","562","562","554","2.04M","0.00%"
"Dec 16, 2014","554","562","562","554","3.64M","-1.42%"
"Dec 15, 2014","562","545","570","545","4.71M","3.12%"
"Dec 14, 2014","545","570","570","537","13.73M","-5.87%"
"Dec 11, 2014","579","603","603","579","6.21M","-3.98%"
"Dec 10, 2014","603","595","603","595","3.03M","1.34%"
"Dec 09, 2014","595","603","603","595","3.59M","-1.33%"
"Dec 08, 2014","603","612","612","603","1.51M","-1.47%"
"Dec 07, 2014","612","620","620","612","980.52K","-1.29%"
"Dec 04, 2014","620","612","620","612","4.13M","2.82%"
"Dec 03, 2014","603","595","620","595","3.71M","1.34%"
"Dec 02, 2014","595","603","603","595","704.46K","-1.33%"
"Dec 01, 2014","603","595","603","587","4.27M","2.73%"
"Nov 30, 2014","587","603","603","587","4.03M","-2.65%"
"Nov 27, 2014","603","612","612","603","510.76K","-1.47%"
"Nov 26, 2014","612","603","612","603","1.56M","1.49%"
